county,population,SPC,urban,MidWest,dBenton,southern,Kmart,WalMart,smallstores,dKmart,dWMart,X1,X2,X3,count0,count1,count2,nfirms
886.00,1.68,8.31,0.00,1.00,5.53,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.06,1,0,0,0
887.00,3.37,8.71,0.67,1.00,5.66,0.00,0.00,1.00,3.00,0.00,0.00,1.00,0.00,0.02,0,1,0,1
888.00,2.72,8.27,0.51,1.00,4.70,0.00,0.00,1.00,2.00,0.00,0.00,1.00,0.00,0.24,0,1,0,1
889.00,2.40,8.24,0.32,1.00,5.53,0.00,0.00,1.00,2.00,0.02,0.02,1.00,0.00,0.10,0,1,0,1
890.00,4.11,8.19,0.56,1.00,5.16,0.00,0.00,1.00,4.00,0.03,0.03,1.00,0.03,0.05,0,1,0,1
893.00,3.12,7.85,0.49,1.00,4.19,0.00,0.00,1.00,5.00,0.04,0.04,1.00,0.02,0.28,0,1,0,1
896.00,2.22,8.37,0.51,1.00,5.57,0.00,0.00,0.00,2.00,0.04,0.04,0.00,0.02,0.11,1,0,0,0
897.00,2.32,8.53,0.55,1.00,5.66,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.02,0.02,0,1,0,1
898.00,2.17,8.34,0.31,1.00,5.04,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.10,1,0,0,0
900.00,3.62,8.36,0.66,1.00,5.05,0.00,0.00,1.00,4.00,0.02,0.02,1.00,0.03,0.11,0,1,0,1
901.00,3.60,8.53,0.63,1.00,4.47,0.00,0.00,1.00,4.00,0.03,0.03,1.00,0.00,0.27,0,1,0,1
903.00,2.98,8.28,0.35,1.00,5.46,0.00,0.00,0.00,5.00,0.03,0.03,0.00,0.04,0.10,1,0,0,0
904.00,2.06,8.14,0.12,1.00,5.50,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.00,0.21,1,0,0,0
908.00,3.28,8.94,0.75,1.00,5.80,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.02,0,1,0,1
909.00,1.84,8.00,0.42,1.00,5.60,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.03,0.09,1,0,0,0
910.00,3.58,8.86,0.82,1.00,5.93,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0,1,0,1
911.00,3.37,8.97,0.81,1.00,5.78,0.00,0.00,1.00,4.00,0.00,0.00,1.00,0.00,0.00,0,1,0,1
912.00,3.20,8.35,0.47,1.00,5.10,0.00,0.00,1.00,1.00,0.14,0.14,1.00,0.00,0.08,0,1,0,1
913.00,3.22,8.41,0.86,1.00,5.43,0.00,0.00,1.00,2.00,0.05,0.05,1.00,0.00,0.02,0,1,0,1
916.00,2.06,8.47,0.79,1.00,5.99,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.05,1,0,0,0
917.00,1.70,8.23,0.00,1.00,5.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,1,0,0,0
919.00,2.08,7.95,0.37,1.00,5.03,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.05,1,0,0,0
921.00,1.87,8.22,0.00,1.00,5.39,0.00,0.00,0.00,1.00,0.02,0.02,0.00,0.00,0.05,1,0,0,0
922.00,3.52,8.13,0.69,1.00,5.35,0.00,1.00,1.00,4.00,0.04,0.04,0.00,0.03,0.09,0,0,1,2
925.00,2.49,8.25,0.26,1.00,5.43,0.00,0.00,1.00,2.00,0.08,0.08,1.00,0.00,0.09,0,1,0,1
926.00,2.89,7.49,0.00,1.00,5.34,0.00,0.00,0.00,2.00,0.22,0.22,0.00,0.00,0.13,1,0,0,0
930.00,2.15,7.88,0.37,1.00,5.44,0.00,0.00,0.00,3.00,0.03,0.03,0.00,0.04,0.09,1,0,0,0
932.00,3.14,8.29,0.49,1.00,4.41,0.00,0.00,1.00,4.00,0.00,0.00,1.00,0.06,0.25,0,1,0,1
936.00,2.20,7.64,0.00,1.00,4.89,0.00,0.00,0.00,2.00,0.02,0.05,0.00,0.00,0.22,1,0,0,0
938.00,3.53,8.56,0.75,1.00,5.19,0.00,0.00,1.00,4.00,0.02,0.02,1.00,0.00,0.04,0,1,0,1
939.00,3.35,8.45,0.57,1.00,5.46,0.00,0.00,1.00,2.00,0.02,0.02,1.00,0.10,0.10,0,1,0,1
940.00,2.62,8.39,0.21,1.00,5.35,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.06,0.14,1,0,0,0
941.00,2.41,8.36,0.28,1.00,5.59,0.00,0.00,1.00,2.00,0.03,0.03,1.00,0.03,0.05,0,1,0,1
943.00,3.27,8.31,0.45,1.00,5.06,0.00,0.00,1.00,2.00,0.15,0.19,1.00,0.00,0.09,0,1,0,1
944.00,1.95,8.87,0.50,1.00,5.71,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.03,1,0,0,0
945.00,3.62,8.40,0.58,1.00,4.62,0.00,1.00,1.00,7.00,0.00,0.00,0.00,0.03,0.14,0,0,1,2
946.00,1.83,8.30,0.00,1.00,5.34,0.00,0.00,0.00,1.00,0.02,0.02,0.00,0.00,0.08,1,0,0,0
948.00,2.32,8.59,0.00,1.00,5.55,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.02,0.14,1,0,0,0
949.00,2.82,8.62,0.54,1.00,4.63,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.03,0.21,0,1,0,1
951.00,1.76,8.16,0.63,1.00,5.96,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.02,1,0,0,0
952.00,2.83,7.81,0.00,1.00,5.19,0.00,0.00,0.00,2.00,0.07,0.07,0.00,0.00,0.10,1,0,0,0
954.00,1.76,7.49,0.00,1.00,5.59,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.04,0.10,1,0,0,0
955.00,1.99,8.16,0.68,1.00,5.71,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.07,1,0,0,0
956.00,1.81,8.17,0.45,1.00,5.90,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0
957.00,2.91,8.31,0.23,1.00,5.48,0.00,0.00,0.00,3.00,0.07,0.07,0.00,0.00,0.10,1,0,0,0
958.00,2.27,8.64,0.66,1.00,5.57,0.00,0.00,1.00,2.00,0.00,0.00,1.00,0.02,0.02,0,1,0,1
960.00,4.14,8.79,0.68,1.00,5.48,0.00,1.00,1.00,8.00,0.03,0.03,0.00,0.03,0.08,0,0,1,2
961.00,1.82,8.16,0.00,1.00,5.72,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.07,1,0,0,0
962.00,2.35,7.78,0.57,1.00,5.55,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.08,0.15,1,0,0,0
964.00,1.74,8.31,0.00,1.00,5.85,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.03,1,0,0,0
966.00,2.04,8.14,0.59,1.00,5.72,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.07,1,0,0,0
967.00,3.94,9.01,0.85,1.00,5.53,0.00,1.00,1.00,4.00,0.00,0.00,0.00,0.00,0.06,0,0,1,2
968.00,1.61,8.72,0.73,1.00,5.98,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.03,1,0,0,0
970.00,3.00,8.96,0.86,1.00,5.91,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.02,0,1,0,1
973.00,1.88,9.04,0.72,1.00,6.13,0.00,0.00,1.00,2.00,0.00,0.00,1.00,0.00,0.03,0,1,0,1
975.00,1.63,7.29,0.00,1.00,5.61,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.03,0.10,1,0,0,0
977.00,1.68,8.03,0.69,1.00,5.98,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.07,1,0,0,0
978.00,3.29,7.88,0.38,1.00,5.24,0.00,0.00,1.00,4.00,0.03,0.03,1.00,0.03,0.06,0,1,0,1
979.00,2.10,8.74,0.68,1.00,6.05,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.03,0,1,0,1
981.00,1.90,7.45,0.00,1.00,5.35,0.00,0.00,0.00,1.00,0.09,0.09,0.00,0.00,0.09,1,0,0,0
983.00,1.89,7.52,0.00,1.00,5.65,0.00,0.00,0.00,1.00,0.03,0.03,0.00,0.03,0.10,1,0,0,0
985.00,2.33,7.39,0.28,1.00,4.77,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.04,0.16,1,0,0,0
988.00,2.80,8.05,0.26,0.00,6.22,1.00,0.00,1.00,2.00,0.00,0.00,1.00,0.20,0.21,0,1,0,1
989.00,2.78,8.01,0.22,0.00,6.11,1.00,0.00,0.00,2.00,0.11,0.11,0.00,0.07,0.25,1,0,0,0
990.00,2.89,8.07,0.52,0.00,6.26,1.00,0.00,1.00,1.00,0.06,0.06,1.00,0.14,0.30,0,1,0,1
991.00,2.13,8.20,0.00,0.00,5.69,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.12,0.27,1,0,0,0
992.00,3.60,8.71,0.36,0.00,6.14,1.00,1.00,1.00,9.00,0.06,0.06,0.00,0.04,0.10,0,0,1,2
993.00,2.34,7.75,0.00,0.00,6.38,1.00,0.00,0.00,3.00,0.03,0.03,0.00,0.12,0.20,1,0,0,0
994.00,3.39,8.74,0.36,0.00,6.38,1.00,1.00,1.00,5.00,0.00,0.00,0.00,0.13,0.36,0,0,1,2
996.00,2.96,8.32,0.55,0.00,6.34,1.00,0.00,1.00,1.00,0.06,0.06,1.00,0.15,0.36,0,1,0,1
997.00,3.91,8.99,0.74,0.00,6.48,1.00,1.00,1.00,4.00,0.07,0.07,0.00,0.18,0.15,0,0,1,2
998.00,3.29,8.85,0.63,0.00,6.27,1.00,1.00,1.00,6.00,0.03,0.03,0.00,0.08,0.39,0,0,1,2
999.00,2.12,7.29,0.00,0.00,6.37,1.00,0.00,0.00,1.00,0.18,0.11,0.00,0.09,0.27,1,0,0,0
1000.00,2.75,8.32,0.20,0.00,6.41,1.00,0.00,1.00,2.00,0.00,0.00,1.00,0.03,0.14,0,1,0,1
1001.00,2.85,8.14,0.00,0.00,6.09,1.00,0.00,1.00,3.00,0.09,0.07,1.00,0.02,0.17,0,1,0,1
1002.00,4.06,7.87,0.64,0.00,6.18,1.00,0.00,0.00,5.00,0.17,0.14,0.00,0.02,0.26,1,0,0,0
1003.00,2.47,7.54,0.00,0.00,6.05,1.00,0.00,0.00,2.00,0.09,0.09,0.00,0.10,0.28,1,0,0,0
1004.00,2.59,8.68,0.48,0.00,5.88,1.00,0.00,1.00,2.00,0.04,0.04,1.00,0.11,0.20,0,1,0,1
1005.00,3.50,8.75,0.47,0.00,5.81,1.00,0.00,1.00,3.00,0.02,0.02,1.00,0.07,0.27,0,1,0,1
1007.00,1.68,7.77,0.00,0.00,5.69,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.13,0.27,1,0,0,0
1008.00,2.26,8.98,0.48,0.00,6.27,1.00,0.00,0.00,3.00,0.18,0.13,0.00,0.08,0.29,1,0,0,0
1009.00,3.28,8.34,0.18,0.00,6.45,1.00,1.00,0.00,6.00,0.05,0.05,0.00,0.10,0.17,0,1,0,1
1010.00,2.68,7.55,0.00,0.00,6.26,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.09,0.30,1,0,0,0
1012.00,3.45,8.83,0.67,0.00,6.34,1.00,1.00,1.00,4.00,0.06,0.06,0.00,0.12,0.29,0,0,1,2
1013.00,3.12,8.02,0.20,0.00,6.38,1.00,0.00,1.00,3.00,0.00,0.00,1.00,0.14,0.27,0,1,0,1
1014.00,2.23,8.06,0.00,0.00,6.23,1.00,0.00,0.00,4.00,0.00,0.00,0.00,0.12,0.20,1,0,0,0
1015.00,2.24,7.56,0.30,0.00,5.85,1.00,0.00,0.00,3.00,0.02,0.02,0.00,0.10,0.24,1,0,0,0
1016.00,1.93,8.07,0.00,0.00,6.20,1.00,0.00,0.00,5.00,0.00,0.00,0.00,0.10,0.18,1,0,0,0
1018.00,2.41,6.96,0.00,0.00,6.10,1.00,0.00,0.00,3.00,0.08,0.08,0.00,0.06,0.24,1,0,0,0
1019.00,1.88,7.00,0.00,0.00,6.44,1.00,0.00,0.00,3.00,0.02,0.02,0.00,0.15,0.15,1,0,0,0
1020.00,2.74,7.77,0.27,0.00,6.36,1.00,0.00,0.00,3.00,0.03,0.03,0.00,0.15,0.28,1,0,0,0
1022.00,2.58,8.54,0.21,0.00,6.39,1.00,0.00,0.00,4.00,0.04,0.04,0.00,0.11,0.19,1,0,0,0
1023.00,3.77,8.22,0.13,0.00,6.46,1.00,0.00,1.00,7.00,0.07,0.10,1.00,0.08,0.16,0,1,0,1
1024.00,3.83,8.70,0.73,0.00,6.28,1.00,1.00,1.00,2.00,0.08,0.08,0.00,0.09,0.27,0,0,1,2
1025.00,2.03,8.66,0.36,0.00,5.64,1.00,0.00,1.00,2.00,0.00,0.00,1.00,0.08,0.28,0,1,0,1
1026.00,1.92,7.59,0.00,0.00,6.29,1.00,0.00,0.00,3.00,0.21,0.14,0.00,0.06,0.26,1,0,0,0
1027.00,2.61,7.35,0.26,0.00,6.30,1.00,0.00,0.00,2.00,0.04,0.04,0.00,0.20,0.48,1,0,0,0
1028.00,2.99,8.65,0.22,0.00,6.31,1.00,0.00,1.00,3.00,0.21,0.13,1.00,0.08,0.22,0,1,0,1
1029.00,3.57,8.52,0.30,0.00,5.75,1.00,1.00,1.00,4.00,0.00,0.00,0.00,0.04,0.25,0,0,1,2
1030.00,3.15,8.17,0.22,0.00,6.10,1.00,0.00,1.00,3.00,0.09,0.09,1.00,0.05,0.15,0,1,0,1
1031.00,2.36,7.59,0.00,0.00,6.19,1.00,0.00,0.00,5.00,0.03,0.03,0.00,0.06,0.20,1,0,0,0
1032.00,3.61,7.61,0.61,0.00,6.46,1.00,0.00,0.00,9.00,0.08,0.08,0.00,0.26,0.28,1,0,0,0
1033.00,2.18,7.63,0.11,0.00,6.05,1.00,0.00,0.00,0.00,0.10,0.10,0.00,0.07,0.30,1,0,0,0
1035.00,3.56,8.00,0.48,0.00,6.42,1.00,0.00,1.00,8.00,0.03,0.06,1.00,0.13,0.24,0,1,0,1
1036.00,2.85,8.26,0.36,0.00,6.34,1.00,0.00,1.00,3.00,0.14,0.09,1.00,0.11,0.26,0,1,0,1
1037.00,2.80,7.97,0.13,0.00,6.15,1.00,0.00,0.00,8.00,0.06,0.06,0.00,0.08,0.21,1,0,0,0
1038.00,3.79,8.69,0.59,0.00,5.95,1.00,1.00,1.00,5.00,0.10,0.10,0.00,0.12,0.19,0,0,1,2
1039.00,2.69,8.25,0.00,0.00,6.26,1.00,0.00,0.00,2.00,0.15,0.11,0.00,0.08,0.23,1,0,0,0
1040.00,1.66,7.38,0.00,0.00,5.69,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.32,1,0,0,0
1041.00,3.83,8.62,0.54,0.00,5.93,1.00,1.00,1.00,6.00,0.08,0.08,0.00,0.07,0.20,0,0,1,2
1042.00,2.55,7.32,0.00,0.00,6.35,1.00,0.00,0.00,3.00,0.02,0.02,0.00,0.13,0.30,1,0,0,0
1044.00,3.59,8.83,0.70,0.00,6.30,1.00,0.00,1.00,3.00,0.07,0.07,1.00,0.17,0.38,0,1,0,1
1045.00,3.18,8.69,0.26,0.00,6.46,1.00,1.00,1.00,5.00,0.03,0.03,0.00,0.08,0.15,0,0,1,2
1047.00,2.89,7.11,0.00,0.00,6.44,1.00,0.00,0.00,2.00,0.06,0.09,0.00,0.09,0.30,1,0,0,0
1048.00,3.45,8.52,0.30,0.00,6.36,1.00,0.00,1.00,4.00,0.00,0.00,1.00,0.22,0.35,0,1,0,1
1049.00,2.56,7.63,0.23,0.00,6.17,1.00,0.00,0.00,2.00,0.08,0.08,0.00,0.05,0.25,1,0,0,0
1050.00,3.91,8.73,0.32,0.00,6.34,1.00,1.00,1.00,3.00,0.00,0.00,0.00,0.09,0.23,0,0,1,2
1051.00,2.74,7.85,0.22,0.00,6.47,1.00,0.00,0.00,4.00,0.05,0.05,0.00,0.18,0.21,1,0,0,0
1052.00,2.08,7.61,0.00,0.00,6.38,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.08,0.21,1,0,0,0
1053.00,2.60,7.24,0.00,0.00,6.40,1.00,0.00,0.00,3.00,0.02,0.05,0.00,0.15,0.38,1,0,0,0
1054.00,3.28,7.86,0.00,0.00,6.45,1.00,0.00,1.00,6.00,0.09,0.15,1.00,0.07,0.16,0,1,0,1
1055.00,2.61,6.95,0.00,0.00,6.42,1.00,0.00,0.00,2.00,0.03,0.03,0.00,0.11,0.18,1,0,0,0
1056.00,3.09,7.60,0.20,0.00,6.28,1.00,0.00,1.00,3.00,0.02,0.02,1.00,0.21,0.34,0,1,0,1
1057.00,2.24,7.32,0.00,0.00,5.81,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.16,1,0,0,0
1058.00,3.26,8.17,0.26,0.00,6.02,1.00,0.00,1.00,3.00,0.14,0.14,1.00,0.10,0.20,0,1,0,1
1059.00,2.08,8.32,0.00,0.00,5.85,1.00,0.00,0.00,1.00,0.03,0.03,0.00,0.05,0.26,1,0,0,0
1060.00,4.17,9.18,0.72,0.00,5.74,1.00,1.00,1.00,7.00,0.00,0.00,0.00,0.04,0.14,0,0,1,2
1061.00,2.81,7.59,0.00,0.00,6.30,1.00,0.00,0.00,3.00,0.02,0.02,0.00,0.17,0.35,1,0,0,0
1062.00,2.28,7.86,0.00,0.00,5.98,1.00,0.00,0.00,2.00,0.11,0.11,0.00,0.13,0.24,1,0,0,0
1063.00,4.18,8.59,0.59,0.00,6.33,1.00,1.00,1.00,7.00,0.04,0.04,0.00,0.13,0.29,0,0,1,2
1064.00,2.63,7.65,0.00,0.00,6.44,1.00,0.00,0.00,2.00,0.02,0.02,0.00,0.10,0.21,1,0,0,0
1065.00,2.83,8.04,0.32,0.00,6.22,1.00,0.00,1.00,4.00,0.05,0.05,1.00,0.09,0.26,0,1,0,1
1066.00,3.40,8.23,0.14,0.00,5.80,1.00,0.00,1.00,3.00,0.02,0.02,1.00,0.05,0.16,0,1,0,1
1067.00,2.50,7.99,0.00,0.00,6.48,1.00,0.00,0.00,3.00,0.06,0.06,0.00,0.10,0.18,1,0,0,0
1068.00,2.83,9.11,0.49,0.00,6.39,1.00,1.00,1.00,3.00,0.10,0.05,0.00,0.04,0.13,0,0,1,2
1069.00,3.34,7.91,0.17,0.00,6.13,1.00,0.00,0.00,1.00,0.13,0.09,0.00,0.00,0.25,1,0,0,0
1070.00,1.73,7.17,0.00,0.00,6.39,1.00,0.00,0.00,1.00,0.02,0.02,0.00,0.13,0.16,1,0,0,0
1071.00,3.02,8.25,0.41,0.00,6.27,1.00,0.00,1.00,3.00,0.04,0.04,1.00,0.08,0.26,0,1,0,1
1072.00,2.25,7.87,0.00,0.00,6.18,1.00,0.00,0.00,4.00,0.02,0.02,0.00,0.12,0.19,1,0,0,0
1073.00,2.42,8.16,0.00,0.00,6.16,1.00,0.00,0.00,3.00,0.05,0.05,0.00,0.07,0.19,1,0,0,0
1074.00,3.03,8.82,0.45,0.00,6.37,1.00,0.00,1.00,3.00,0.03,0.03,1.00,0.03,0.07,0,1,0,1
1075.00,2.60,8.02,0.20,0.00,6.42,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.10,0.09,1,0,0,0
1076.00,3.46,8.26,0.33,0.00,5.99,1.00,1.00,1.00,4.00,0.09,0.09,0.00,0.07,0.21,0,0,1,2
1077.00,3.56,8.26,0.37,0.00,6.21,1.00,0.00,1.00,3.00,0.11,0.09,1.00,0.03,0.15,0,1,0,1
1078.00,1.95,7.40,0.00,0.00,6.36,1.00,0.00,0.00,1.00,0.09,0.05,0.00,0.05,0.08,1,0,0,0
1079.00,3.09,7.84,0.25,0.00,6.03,1.00,0.00,1.00,4.00,0.07,0.07,1.00,0.09,0.20,0,1,0,1
1080.00,3.77,7.93,0.66,0.00,6.22,1.00,0.00,1.00,1.00,0.16,0.12,1.00,0.04,0.10,0,1,0,1
1081.00,2.31,8.04,0.00,0.00,6.29,1.00,0.00,0.00,1.00,0.16,0.13,0.00,0.00,0.02,1,0,0,0
1082.00,1.68,8.01,0.00,0.00,6.38,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.05,0.16,1,0,0,0
1083.00,2.63,7.38,0.00,0.00,6.34,1.00,0.00,0.00,3.00,0.23,0.14,0.00,0.03,0.06,1,0,0,0
1084.00,3.44,8.68,0.22,0.00,6.42,1.00,1.00,1.00,9.00,0.05,0.07,0.00,0.04,0.22,0,0,1,2
1086.00,2.54,7.53,0.23,0.00,6.37,1.00,0.00,0.00,3.00,0.03,0.03,0.00,0.00,0.02,1,0,0,0
1087.00,4.02,8.71,0.40,0.00,6.29,1.00,1.00,1.00,7.00,0.00,0.00,0.00,0.08,0.17,0,0,1,2
1089.00,2.75,7.47,0.16,0.00,6.32,1.00,0.00,0.00,6.00,0.02,0.02,0.00,0.05,0.17,1,0,0,0
1090.00,3.09,8.54,0.29,0.00,6.41,1.00,0.00,1.00,4.00,0.02,0.02,1.00,0.09,0.05,0,1,0,1
1091.00,2.79,8.30,0.00,0.00,6.24,1.00,1.00,0.00,5.00,0.00,0.00,0.00,0.06,0.23,0,1,0,1
1092.00,3.38,8.49,0.57,0.00,6.31,1.00,1.00,1.00,2.00,0.12,0.10,0.00,0.00,0.00,0,0,1,2
1093.00,3.36,8.61,0.40,0.00,6.24,1.00,0.00,1.00,3.00,0.12,0.09,1.00,0.00,0.00,0,1,0,1
1094.00,2.78,8.98,0.56,0.00,6.06,1.00,0.00,1.00,2.00,0.17,0.17,1.00,0.09,0.22,0,1,0,1
1095.00,2.22,7.05,0.00,0.00,6.23,1.00,0.00,0.00,2.00,0.15,0.12,0.00,0.00,0.02,1,0,0,0
1096.00,3.13,8.84,0.51,0.00,6.21,1.00,1.00,1.00,4.00,0.02,0.02,0.00,0.02,0.08,0,0,1,2
1097.00,2.42,7.84,0.00,0.00,5.98,1.00,0.00,0.00,3.00,0.14,0.14,0.00,0.12,0.28,1,0,0,0
1098.00,2.50,7.88,0.20,0.00,5.87,1.00,0.00,0.00,4.00,0.07,0.07,0.00,0.07,0.21,1,0,0,0
1099.00,1.99,6.86,0.06,0.00,6.24,1.00,0.00,0.00,0.00,0.15,0.10,0.00,0.00,0.02,1,0,0,0
1100.00,2.81,8.14,0.34,0.00,5.89,1.00,0.00,1.00,2.00,0.05,0.05,1.00,0.05,0.08,0,1,0,1
1102.00,2.38,7.85,0.00,0.00,6.24,1.00,0.00,0.00,2.00,0.07,0.07,0.00,0.00,0.00,1,0,0,0
1103.00,2.93,8.10,0.31,0.00,6.26,1.00,0.00,1.00,3.00,0.00,0.00,1.00,0.10,0.07,0,1,0,1
1104.00,2.61,8.12,0.21,0.00,5.92,1.00,0.00,0.00,3.00,0.08,0.08,0.00,0.09,0.17,1,0,0,0
1105.00,3.57,8.48,0.38,0.00,6.33,1.00,1.00,1.00,5.00,0.02,0.02,0.00,0.04,0.22,0,0,1,2
1106.00,1.99,7.70,0.00,0.00,6.40,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.05,0.05,1,0,0,0
1107.00,3.11,8.16,0.59,0.00,6.29,1.00,1.00,0.00,2.00,0.07,0.07,0.00,0.00,0.00,0,1,0,1
1108.00,4.05,8.01,0.51,0.00,6.07,1.00,0.00,1.00,11.00,0.05,0.08,1.00,0.00,0.15,0,1,0,1
1109.00,3.17,7.86,0.32,0.00,6.00,1.00,0.00,1.00,7.00,0.05,0.07,1.00,0.00,0.16,0,1,0,1
1110.00,4.25,8.55,0.75,0.00,6.15,1.00,1.00,1.00,4.00,0.06,0.11,0.00,0.07,0.13,0,0,1,2
1111.00,3.13,7.63,0.55,0.00,6.18,1.00,0.00,0.00,5.00,0.09,0.11,0.00,0.09,0.19,1,0,0,0
1112.00,3.71,8.09,0.37,0.00,5.96,1.00,0.00,1.00,11.00,0.03,0.06,1.00,0.02,0.13,0,1,0,1
1113.00,3.46,8.38,0.30,0.00,5.98,1.00,0.00,1.00,5.00,0.03,0.05,1.00,0.00,0.11,0,1,0,1
1114.00,2.76,7.72,0.20,0.00,5.65,1.00,0.00,0.00,3.00,0.03,0.03,0.00,0.00,0.21,1,0,0,0
1118.00,2.34,7.98,0.00,0.00,5.76,1.00,0.00,0.00,2.00,0.04,0.04,0.00,0.00,0.19,1,0,0,0
1119.00,2.19,7.62,0.00,0.00,6.12,1.00,0.00,0.00,2.00,0.04,0.06,0.00,0.00,0.03,1,0,0,0
1120.00,2.40,8.16,0.00,0.00,5.86,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.03,0.19,1,0,0,0
1121.00,2.83,7.76,0.22,0.00,5.54,1.00,0.00,1.00,2.00,0.03,0.03,1.00,0.06,0.20,0,1,0,1
1122.00,3.03,8.24,0.62,0.00,5.92,1.00,0.00,1.00,5.00,0.00,0.00,1.00,0.06,0.14,0,1,0,1
1123.00,3.22,7.97,0.27,0.00,5.69,1.00,0.00,1.00,4.00,0.05,0.05,1.00,0.00,0.11,0,1,0,1
1125.00,2.19,7.96,0.64,0.00,5.71,1.00,0.00,0.00,2.00,0.02,0.02,0.00,0.05,0.20,1,0,0,0
1126.00,3.03,7.21,0.17,0.00,6.05,1.00,0.00,0.00,4.00,0.07,0.10,0.00,0.04,0.15,1,0,0,0
1127.00,3.53,7.88,0.41,0.00,6.00,1.00,0.00,1.00,5.00,0.05,0.09,1.00,0.00,0.15,0,1,0,1
1128.00,3.10,8.46,0.30,0.00,5.79,1.00,0.00,1.00,5.00,0.03,0.03,1.00,0.02,0.16,0,1,0,1
1129.00,2.92,7.41,0.00,0.00,5.84,1.00,0.00,0.00,2.00,0.04,0.04,0.00,0.00,0.17,1,0,0,0
1131.00,3.44,8.07,0.51,0.00,6.11,1.00,0.00,1.00,5.00,0.09,0.14,1.00,0.04,0.22,0,1,0,1
1132.00,2.75,7.78,0.32,0.00,5.69,1.00,0.00,1.00,2.00,0.04,0.04,1.00,0.00,0.18,0,1,0,1
1134.00,3.45,8.43,0.51,0.00,6.06,1.00,0.00,1.00,6.00,0.05,0.05,1.00,0.00,0.15,0,1,0,1
1137.00,2.62,8.04,0.27,0.00,5.84,1.00,0.00,1.00,3.00,0.03,0.03,1.00,0.02,0.15,0,1,0,1
1138.00,3.73,8.50,0.63,0.00,5.61,1.00,0.00,1.00,5.00,0.03,0.03,1.00,0.03,0.20,0,1,0,1
1140.00,2.57,8.30,0.77,0.00,5.78,1.00,0.00,0.00,4.00,0.02,0.02,0.00,0.04,0.16,1,0,0,0
1141.00,3.46,8.35,0.52,0.00,5.64,1.00,0.00,1.00,6.00,0.03,0.03,1.00,0.00,0.17,0,1,0,1
1142.00,3.61,8.26,0.49,0.00,5.79,1.00,0.00,1.00,3.00,0.02,0.02,1.00,0.00,0.11,0,1,0,1
1145.00,3.25,7.63,0.68,0.00,6.32,1.00,0.00,0.00,3.00,0.05,0.05,0.00,0.00,0.00,1,0,0,0
1146.00,3.16,8.34,0.40,0.00,6.04,1.00,0.00,1.00,3.00,0.05,0.09,1.00,0.00,0.15,0,1,0,1
1148.00,2.27,8.15,0.28,0.00,5.70,1.00,0.00,0.00,4.00,0.04,0.04,0.00,0.00,0.17,1,0,0,0
1149.00,3.04,8.63,0.36,0.00,5.72,1.00,0.00,1.00,6.00,0.04,0.04,1.00,0.00,0.16,0,1,0,1
1150.00,3.17,8.06,0.12,0.00,5.81,1.00,0.00,1.00,5.00,0.00,0.00,1.00,0.00,0.11,0,1,0,1
